id,keyword,text,target,RoBERTa,Accuracy,
1616,sinking,Rats deserting a sinking £250million Vanity ship,1,1,1,
1617,sinking,@sajidjavid Jumping from the sinking ship is better than walking the plank,0,0,1,
1618,sinking,That sinking feeling when you’re giving an exam and within two minutes all sorts of hands shoot up right as your TA in the other room starts calling you ??,0,0,1,
1619,sinking,"@sajidjavid Leaving a sinking ship, many will follow im sure",0,0,1,
1620,siren,"cant even do my hair, which with curls is basically a sirens call for matting, which keeps creeping up but i gather the motivation just in time to stop it",0,0,1,
1621,siren,@Daves1412 @dalienx @OMGTheMess @Sophiemcneill @PSyvret @hrw The protest stopped a NSW Ambulance which had deployed its lights and sirens from attending an emergency. I bet you wouldn’t think it was disproportionate if someone died because of her stupid stunt.,1,1,1,
1622,siren,like what are they gonna do? are red lights and sirens gonna start blaring and men in suits and wires gonna slide down from the sealing what do you mean?????,0,0,1,
1623,siren,The ambulance service said some “lights and sirens” emergency calls were delayed due to the limited availability of ambulances over a three-hour period. https://t.co/rbdWSZ5wh8,1,1,1,
1624,siren,"@ajpbradley Yeah, Biden picks the worst times to enter and leave cities. Then every police vehicle in the city has to run the lights and sirens to highlight the motorcade route.",0,0,1,
1625,siren,When I hear sirens that’s my cue to run the light,0,0,1,
1626,siren,"another batch of sirens headed down hyway 41, 3rd convoy to whatever catastrophe that has befallen us in the valley of the wabash",1,1,1,
1627,siren,"A siren sounds, like the goddess who promises endless apologies of paradise And only she can make it right So things are different tonight",0,0,1,
1628,siren,"Similarly, Nuke didn’t make any moves to grab Tommy as he stumbled back into Siren’s side, leaning in when Siren wrapped an arm protectively around his shoulders.",0,0,1,
1629,siren,You will be messing with the wrath of a handsome siren.,0,0,1,
1630,sirens,As someone who has needed to be transported lights and sirens to the hospital… PLEASE MOVE TF OUT OF THE WAY IF YOU SEE THE LIGHTS AND SIRENS ??,0,0,1,
1631,sirens,"?? Air raid sirens were brought to Kherson, because most of the sirens that were stolen before the war. This is reported by a local journalist Konstantyn Ryzhenko. They will be connected soon and will be tested. When there is testing, there will be 1 beep of the siren.",1,1,1,
1632,sirens,"They’re testing the tornado sirens in the town where I work, and all I can think of when I hear them is Silent Hill.",1,1,1,
1633,sirens,nobody talks about the staunch difference between the sounds of an ambulance's sirens when you're actually in one.,0,0,1,
1634,sirens,@emimibems n does not listen to cbat he listens to his friends talk and police sirens because hes a wanted terrorist,0,0,1,
1635,sirens,We heard the wailing of fire-engine sirens https://t.co/IAyfdVk1pX,1,1,1,
1636,sirens,"Sirens blared in the middle of a virtual meeting Russian President Putin held Friday, causing a Russian veteran in Donetsk, Ukraine, who was dialed into the meeting to take cover due to shelling in the region, according to reports. https://t.co/fNwP0IVKyh 1598796107751907328 2022-12-02 21:47:50 +0000 <Kareemcares> From mawning mi a hear Police siren. Outside festive sah.",1,1,1,
1637,sirens,@gavinesler Its the smell of the land of milk and honey that draws them in like sirens luring sailors onto the rocks.,0,0,1,
1638,sirens,living in Brooklyn is just hearing sirens all day long every. day. ??,0,0,1,
1639,sirens,"@ajpbradley Yeah, Biden picks the worst times to enter and leave cities. Then every police vehicle in the city has to run the lights and sirens to highlight the motorcade route.",0,0,1,
1640,smoke,@FondantAppleKai Holy smokes that was close!,0,0,1,
1641,smoke,One of the simple things you can do to reduce smoke in your community and protect #TheAirWeBreathe is to avoid burning garbage. It's been illegal in WA for over 50 years but remains an all-too-common problem. Preserve local #AirQuality: https://t.co/5VlP5CS1j5 https://t.co/aWJqijEa6q,0,0,1,
1642,smoke,I'm going psycho from this cat repeatedly pissing in my house. I should smoke some weed and eat a yoghurt to simulate being normal.,0,0,1,
1643,smoke,Thousands of illegal vape products have been seized in Wrexham - The Leader https://t.co/fXaVGpbSxg #vapes #vapor #vaporize #smokers #smoke #eliquids #vapepens,1,0,0,
1644,smoke,He used to smoke a pack of cigarette a day https://t.co/VdvhF57Yw4,0,0,1,
1645,smoke,Gutter day today. Every year early December we visit our properties (all very close by) and clean gutters. This year added change furnace filters and check smoke detectors. Gives us a few days of little fix its but helps us plan better for long term ones.,0,0,1,
1646,smoke,"ACW Newburyport, MA on Malcolm Hoyt drive machine, fire inside the building with a heavy smoke condition @ActionPage1",1,1,1,
1647,smoke,Smoke sensors warned us of the fire https://t.co/LJyJdsNSWg,1,1,1,
1648,smoke,Approx 4:31pm #PGFD units were dispatched to the 8000 block of Murray Hill Dr in Oxon Hill for a reported house fire. On scene crews found a single-family-home w/smoke showing from a fire in kitchen. Fire is out. No injuries or transports.,1,1,1,
1649,smoke,K-25 is closed from the U.S. 40 junction south to Leoti. A grass fire is near the highway and visibility is limited due to blowing smoke. Please avoid the area. https://t.co/WrtdUQbqJe,1,1,1,
1650,snowstorm,"ICBC claims spiked during snowstorm, drivers urged to prepare for next blast of winter weather https://t.co/VXTg2iUvsB",1,1,1,
1651,snowstorm,Hey @Safecoinsurance: your roadside assistance left us to freeze on a mountain pass in a snowstorm. We were there for hours because they didn’t want to pay the fee quoted by the towing company. We paid out of pocket and we want our money back. Now.,0,0,1,
1652,snowstorm,thinking about how we brought miso in two planes to fly her from one side of the country to another and missed having our second flight cancelled by some goddamn miracle and had to drive home in a snow storm with no winter tires going 12 mph on the highway,0,0,1,
1653,snowstorm,"In Canada, a snowstorm left drivers in British Columbia stranded in the cold. Who stepped up to help? The Sikh community. They came out with food and tea, and even offered their temple as warm shelter. https://t.co/zAGpIGvOXW",0,1,0,
1654,snowstorm,#Weather #SnowStorm - Western US residents warned against traveling as a winter storm is expected to bring feet of snow. And of course next in line to those States will be Southern Ontario and Quebec!!! https://t.co/dKH4290W5J,1,1,1,
1655,snowstorm,Over 100” of snow in 2 days in parts of the #SierraNevada #Snowstorm #CAwx #WxTwitter,1,1,1,
1656,snowstorm,"@StreetsblogNYC @Julcuba @NYPD78Pct Remember when the leader of the 78th actually cared about street safety and vulnerable pedestrians/cyclists, even shoveling the Bergen Street #bikenyc lane after a snowstorm? https://t.co/pq8WFaigVX @StreetsPAC https://t.co/exCiXgzHae",0,1,0,
1657,snowstorm,Snowstorm in Finland! Winter is way better than summer. https://t.co/FDFig5NAA5,0,1,0,
1658,snowstorm,@ImDerBatman Buffalo needed to reschedule it from that big snowstorm to try to get bowl-eligible. Seems like they did not succeed.,0,0,1,
1659,snowstorm,"Giant snowstorm the weekend I have to drive off the mountain. Got my shifts covered, booked another couple nights in a hotel and am running this damn marathon even if I’m penniless when I get back",0,0,1,
1660,storm,"You need to have the strength to survive the storm. It’s important to be aware of the challenges before stepping onto the battlefield. What is the secret, then, to run a #business successfully? #startup https://t.co/X3Y7M4gjYA ",0,0,1,
1661,storm,"Central and Northern California will bear the brunt of this new storm, but some rain could even make it as far south as Los Angeles as the storm joins up with an existing flow of moisture coming in off the Pacific Ocean. https://t.co/P1umhvcFNx",1,1,1,
1662,storm,"I know the bear market blues have got some of us down! But paying attention now, during the calm before the storm, will be extremely advantageous our collective future that we're trying to build.",0,0,1,
1663,storm,And love will hold us together Make us a shelter to weather the storm And I'll be my brother's keeper So the whole world will know that we're not alone,0,0,1,
1664,storm,A storm of applause rose from the audience https://t.co/u6ym7Li4Lr,0,0,1,
1665,storm,"During the storm, some of the equipment on deck fell by the board https://t.co/TT0802IAqi",1,1,1,
1666,storm,"Minneapolis evicted a camp this morning, I'm sure with the knowledge that there's a winter storm today. the cruelty is the point if anyone has the capacity to bring 1lb propane tanks, insulating materials, and blankets to a camp near them, they will be needing it",1,1,1,
1667,storm,The sailboat keeled over in the storm https://t.co/I7iaCJKFMu,1,1,1,
1668,storm,Another secret of the universe: Sometimes pain was like a storm that came out of nowhere. The clearest summer could end in a downpour. Could end in lightning and thunder. (aaddtsotu),0,0,1,
1669,storm,@cruelrares exactly it was like the album about the calm after the storm not the actual hard times but let's hope the new album is good,0,0,1,
1670,stretcher,Just saw someone in a stretcher rolling out of an event. GET ME OUT OF HERE.,0,1,0,
1671,stretcher,They don’t mind the stretcher it’s got relax and rest! It’s more than pleasant! You can rest as best you can to the physical room in ih! https://t.co/5s8NudfxMI,0,0,1,
1672,stretcher,This morning wasn’t a good one. Saw a homeless man either overdosing or full on dying on a stretcher just outside the gas station…Seeing him convulsing triggered my PTSD so badly from me watching my Mom die. My heart hurts for my Mom &amp; for that man who probably died all alone.,1,1,1,
1673,stretcher,@itsMimiToYou @rosesblossom333 yeah they showed her on a stretcher getting into an ambulance after the boat,0,1,0,
1674,stretcher,@KatrinaPanova This is a disgusting individual looks like a pedophile to me he's lucky that wasn't one of my girls he wouldn't have made it out the door without a stretcher and paramedics I can only imagine what his daughter went through growing up,0,0,1,
1675,stretcher,Cherokee Co.'s Jeb Crane suffers an injury while trying to recover an @AndyBulldogsFB fumble. Medical staff immediately brings stretcher onto field. He appears to have an aircast on his right leg &amp; is likely headed to local hospital #alpreps @AHSAAUpdates @RecruitCherokee,1,0,0,
1676,stretcher,"@noanonymouse He’s previously been handcuffed to a stretcher and sent to the psych ward … wouldn’t be surprised if that happened again … the sudden lack of twitter compassion for mental illness does surprise me tho 1598709477586239488 2022-12-02 16:03:36 +0000 <Lolek_Kremowka> @JayDoubleyou74 @wPolityce_pl Jak ich poprzednik Julius Streicher 1598708048582758401 2022-12-02 15:57:55 +0000 <eiiAbena> @existing_ace No frrr Like kick his teeth, stamp on his head SOMETHING . Let them carry him out on a stretcher",0,0,1,
1677,stretcher,"Remember when Anne Heche was killed in a fiery car crash, but then sat up on a stretcher only to be pushed back down and covered with a sheet? Whatever happened to that story? https://t.co/RqGxaR9RMp",0,1,0,
1678,stretcher,"@WashedUpTweeter There was a guy on my middle school football team who got horribly concussed (ambulance, stretcher, the whole deal) spearing a running back in the Oklahoma drill, missed the entire season, came back next year and suffered literally the exact same injury by doing the same thing",0,0,1,
1679,stretcher,Can’t we take Kayne out in a stretcher like poor Britney Spears. He’s a monster.,0,0,1,
1680,structural%20failure,"@TonyClarkCP Here's to hoping the risk of structural failure due to extreme fatiguing of frame members is reduced by replacement with steel parts. The swaying was kinda cool and all, but seriously...",0,0,1,
1681,structural%20failure,@igorsushko Those Bear bombers need to experience sudden catastrophic structural failure,0,1,0,
1682,structural%20failure,"The SS Carl D. Bradley was a Great Lakes freighter. In 1957, it got caught in a storm in November [that month again!] and sank in Lake Michigan, killing 33 of 35 crew members, most likely caused by structural failure and damage that occurred during a heavy storm.",1,1,1,
1683,structural%20failure,"New data reveals a structural failure in the UK education system, meaning that teacher shortages will continue to get worse in the majority of subjects as well as primary education. It's almost as if 10 yrs of under-funding/real-terms teacher pay cuts are coming home to roost...",0,0,1,
1684,structural%20failure,"So that’s what it takes to actually fix the beyond repair pavement around here, complete structural failure.",0,0,1,
1685,structural%20failure,"December 1909. The de Havilland No. 1 suffered structural failure of the port main plane on its first flight and crashed. The pilot, Geoffrey de Havilland, was uninjured but the aeroplane was destroyed on impact. https://t.co/gXQ2i5meMd",1,1,1,
1686,structural%20failure,"So this probably could be done physically. However, the ejector would break everyone’s neck, and including the ability for the plane to open its sides up would dramatically increase the likelihood of structural failure, leading to the very kind of disaster the author fears https://t.co/jK3az84uzt",1,1,1,
1687,structural%20failure,"@kawasook @im_enrico_ They were, it honestly was even proven within the event that caused structural failure. Despite the infrastructure itself being practically doomed from a structural integrity standpoint, both lasted long enough to allow people to escape who were below the impact zones.",1,1,1,
1688,structural%20failure,@RedArmyOmaha Structural failure leading to stadium collapse?,1,1,1,
1689,structural%20failure,@rooster_ohio There's no such thing as a routine structural failure,0,0,1,
1690,suicide%20bombing,"A suicide bomb attack. A terrible secret. Perhaps the idea that a true sense of sin is intrinsic to a moral existence, yet is often malleable and slippery to grasp. A PERCEPTION OF SIN by @juliet_cromwell https://t.co/5cKZcbCKSq https://t.co/gn5lkSHSY2",0,1,0,
1691,suicide%20bombing,"Breaking: Former Afghanistan Prime Minister and founder of the Hezb-e Islami Gulbuddin party, Gulbuddin Hekmatyar, was targeted today in a suicide car bomb attack in Kabul. https://t.co/OUmgWUHza5",1,1,1,
1692,suicide%20bombing,Pakistan Demands Taliban Prevent Attacks After Suicide Bomb https://t.co/wyHpeRHAO6,1,1,1,
1693,suicide%20bombing,"3 killed as suicide bomb blast hits Pakistan police vehicle in Quetta on Nov 30,2022: Tehreek-e-Taliban Pakistan (TTP) claims responsibility for attack that targeted officers deployed to protect polio vaccination campaign workers. https://t.co/7JXSTvbnMk",1,1,1,
1694,suicide%20bombing,Use of Palestinian children as suicide bombs by Palestinians | #FreePalestine’s response:,1,1,1,
1695,suicide%20bombing,Suicide bombing on police truck leaves at least 27 people injured in targeted attack; PM Shehbaz Sharif condemns blast #Blast #injured #PM #sucide #bombs #ShehbazSharif #worldtimescompk https://t.co/d6XqbGnNNV,1,1,1,
1696,suicide%20bombing,"@faruqfromdeep I can remember, news got to us, that a suicide bomber dropped a bomb in the mosque, but it was just a lizard that fell from high altitude, wallahi those that went said they saw professors running, even lecturers that moved like they didn't have a care in the world.??????",0,1,0,
1697,suicide%20bombing,"Suicide bomb robots. So much better, ty for the clarification.",0,0,1,
1698,suicide%20bombing,Did the US just score with a suicide bomb?,0,1,0,
1699,suicide%20bombing,"@Nicodecxxy @shanyloublog @Abdimasprime1 @saleem_shajanah @Qatari Suicide bombing isn't an Islamic culture or law. In fact it has no base in Shari'ah, so why the ban of Islamic garments? Bombs can be carried in school bags, handbags, doggie bags. They are even hidden in cars and other daily products.",0,1,0,
1700,suicide%20bomber,@hodgetwins Where is Elon? All guesses welcome! Suicide bomber? FBI Raid? Sudden heart condition?,0,1,0,
1701,suicide%20bomber,"On 28 December 2017: A suicide bomber detonated explosives near a cultural center in Dasht-e Barchi of Kabul that belonged to the Hazara ethnicity, killing 52 men and women and injuring over 90. ISIL claimed responsibility. #StopHazaraGenocide",1,1,1,
1702,suicide%20bomber,Ghana GK is in suicide bomber vibes????,0,1,0,
1703,suicide%20bomber,"On August 15, 2018, a suicide bomber targeted Mawoud Educational Center, a tuition center in the Hazara-populated Dasht-e-Barchi killing at least 48 students, aged 10 to 18, and wounding 67. ISKP claimed responsibility for the attack. #StopHazaraGenocide",1,1,1,
1704,suicide%20bomber,wo suicide bomber disguised in women cloths opened fire at worshipers out side of the Imam mosque that as a result 1 killed &amp; 2 wounded. Both attackers were killed by Hekmatyar guards.,1,1,1,
1705,suicide%20bomber,"Suicide bomber attacks Pakistan police guarding polio vaccination team, kills four | Reuters https://t.co/PHsxMkcOxS",1,1,1,
1706,suicide%20bomber,"4 people were killed, 27 injured when suspected suicide bomber rammed his explosive-laden car into police vehicle in #Quetta, #Balochistan, #Pakistan. #terrorism https://t.co/TwplOFaF36 1598580371364675584 2022-12-02 07:30:35 +0000 <bedcorpse> suicide bomber zombie ants",1,1,1,
1707,suicide%20bomber,Kanye lost his mind. He has engaged in suicide bomber mode as he self-destructs and tries to bring as many people with him as he can. https://t.co/fOB0FkdsYj,0,0,1,
1708,suicide%20bomber,"@ReneeAlida It was acting, pure manipulation. Don’t underestimate this piece of human garbage, he needs to be karmaed before the sick right can fuel him for more. He’s nothing but a suicide bomber just like over there. ??",0,0,1,
1709,suicide%20bomber,@kanyewest Normalizing suicide bomber vests. And anonymous face masks. How very en vogue. Didn’t he say something about how none of the celebrities are talking about Balenciaga? And here he is supporting them? Wut?,0,0,1,
1710,sunk,"@bbrode if you're going to kill entire decks like this, why aren't you giving refunds to those who bought variants for the card getting nerfed? I would honestly just stop playing this game if it wasn't for the sunk cost fallacy.",0,0,1,
1711,sunk,"A legendary island in the Atlantic Ocean west of Gibraltar, said by Plato to have sunk beneath the sea during an https://t.co/Cl66RQGd5u",1,1,1,
1712,sunk,"you live in a quagmire that you call life, its actually sunk down to the axles is crap",0,0,1,
1713,sunk,"Gillis is the perfect example of how low standards have sunk in British politics. We used to have people with standards even if you didn’t agree with their policies. Now they really are greedy, corrupt scum",0,0,1,
1714,sunk,"They are betting on our inertia. They are betting that our sunk costs; the friends we’ve made, the news we get, the jokes and community, will keep us here where they can use us. I’ve been here for 15 years. I’ve traveled across country staying with twitter friends. I’m leaving.",0,0,1,
1715,sunk,WHY. Because he knows the Conservatives are sunk and he will loose his seat anyway.,0,0,1,
1716,sunk,"@site_alpha @deaflibertarian One time a plane slid off the deck of a carrier and sunk to the bottom of the sea, pilot, warhead, and all.",1,1,1,
1717,sunk,@MattyH_12 England should have sunk into the sea decades ago so it evens out,0,0,1,
1718,sunk,we have now sunk to a depth at which re-statement of the obvious is the first duty of intelligent men. - George Orwell,0,0,1,
1719,sunk,@TheToymaker11 70 ships sunk in athena and 34 in reaper,0,1,0,
1720,survived,"My mission in life is not merely to survive, but to thrive; and to do so with some passion, some compassion, some humor, and some style. Maya Angelou",0,0,1,
1721,survived,@carlybaby69 @veganfitnessric Lions are obligate carnivores that must kill to survive. They also kill competitor's offspring and rape the females. What lions do is not very relevant to us making our own moral decisions.,0,0,1,
1722,survived,"The moon shimmers in the City of Nighbrook. The forgotten spirits run about the school, looking to kill the boys of the region. They must feed on human ears to survive. Those who are courageous enough to defy them will be destroyed by the might of Satan's grandmother.",0,0,1,
1723,survived,"@SamoBurja Natural human quest for open society values and individual freedom ""force corporates, political activists to express for a better tomorrow"" @# WEF. Overall WEF has become a platform. If it has inbuilt energy, it will survive the leadership transition swiftly.",0,0,1,
1724,survived,I really thought I was going to survive seasonal depression ??,0,0,1,
1725,survived,"@WanjiruNjoya OK, she 'survived.' She's 83. She'll be fine without a job. I HATE this bullshit incident but overwrought language doesn't help. She'll retire comfortably. What may not survive is honest and intelligent discourse about complicated topics.",0,0,1,
1726,survived,"Sorry you don’t find the look of people taking shelter in tents appealing @LesleyParnell. These folks are trying to survive and not freeze to death. You get to go to a warm home with running water, a washroom, and food in the fridge at the end of the day. Check your privilege.",0,0,1,
1727,survived,"@MrMatthewTodd Survive the acute phase, which may be the worst, but then you might get lucky enough to suffer through Long Covid. Each subsequent infection causes more damage to every organ, so expect an increase in sudden deaths from cardiac arrests, strokes, etc, and add opportunistics",0,0,1,
1728,survived,??Oh the weather outside is frightful?? #nowwatching Psycho Storm Chaser (2021) A care nurse must survive a cat 3 hurricane as well as a storm chasing killer who uses storms to cover up his heinous crimes #psychostormchaser @RibHillis #taraerickson #maryoneil @IvanDjurovic https://t.co/34mMjeAhUO,1,1,1,
1729,survived,"Following The Cloud Foundation is an awesome way to support wild horses ?? who are struggling to survive in the US. They are being decimated by the Bureau of Land Management and are very loving, family oriented animals. They deserve to live wild &amp; free. TY",0,0,1,
1730,survivors,#BrittanyHiggins There must be a way for the courts to have survivors testify without them becoming retraumatised. https://t.co/AJGJ4XIEvE,0,0,1,
1731,survivors,I was attending temples more than mosques as a teenager because of Holocaust survivors since I was 17. Ignorant. Sorry antisemitism is on the rise and I’m still mad about this too. Why do you think I talk and tweet so much at Holocaust related stuff?,0,0,1,
1732,survivors,Uvalde survivors file a $27 billion class-action lawsuit against police and others https://t.co/E7am41y8in #ProtectChildren #BanAssaultWeapons,0,0,1,
1733,survivors,@scruffage @rebelledeb I work for a non profit that helps survivors of sex trafficking and rape,0,0,1,
1734,survivors,Rape survivors are 13 times more likely to commit suicide than are people who have not been victims of a crime . Imagine this is your co-worker. Go to https://t.co/5WP5XF1V0D for more information.,0,0,1,
1735,survivors,We came to look for survivors. We've got a safe place.,0,0,1,
1736,survivors,survivors becoming killers is such an awful trope but if radio silence writes it well it can work perfectly for her https://t.co/NU7LQZ4fCE,0,0,1,
1737,survivors,"HONOUR THE DEAD:  Six English survivors of the Great War converge on Lake Como, Italy in 1921. Four men and two women = one corpse and one killer. #mystery #cozymystery #jazzage  https://t.co/dW5H8fwVBu  https://t.co/KwlduInS1e  https://t.co/B1gmZkVZNI",1,1,1,
1738,survivors,One in Four supported 670 child sexual abuse survivors last year https://t.co/kWrsaKyFpo,1,0,0,
1739,survivors,Survivors guilt and going to jail. Prayers to the families of everyone involved.,0,0,1,
1740,terrorism,"Israelis are experts in terrorism, assassinations, Their speciality in terror hasn’t hit public consciousness cos of our media No movies on Jerusalem ‘s 9/11 aka Zionist terror gangs disguised as Arabs blowing up King David Hotel murdering British, Arabs &amp; Jews",0,1,0,
1741,terrorism,You bottled acknowledging British state terrorism. Bigotry is all you have.,0,1,0,
1742,terrorism,@POTUS And your administration is using stochastic terrorism in EXACTLY the same manner as he did.,0,1,0,
1743,terrorism,"The question is, why is America making machines that destroy humanity? Will anyone stop the US government from this terrorism? After all, for what purpose is it made? What will it be used on? Why is America building weapons to attack other continents?",0,1,0,
1744,terrorism,Driving a Nissan Altima should be considered an act of terrorism,0,1,0,
1745,terrorism,"@antonioguterres Sir António Guterres please speak about deaths of Biafrans youths, women &amp; children in the hands of Fulani herdsmen terrorist, Nigeria security forces. Biafrans are being killed in thousands on daily basis and Nigeria govt is not perturbed. Nigeria govt even sponsors terrorism.",1,1,1,
1746,terrorism,Joe Biden’s domestic terrorism crusade against white supremacists backfires on minority groups https://t.co/tfgz8Ubs2L,1,1,1,
1747,terrorism,"@arianewilkinson Climate terrorism is still terrorism , she’s lucky it’s only 8 months, should have been a min 12.",1,1,1,
1748,terrorism,"In a breakdown of international cooperation, Syrian Democratic Forces (SDF) announces it will pull out of joint operations against terrorism. SDF was the US's main ally in Syria against ISIL. @cherribi #cherribi https://t.co/hJdkQo28ox",0,1,0,
1749,terrorism,@jjz1600 funny that you are not sick of this Palestinian terrorism in November: 452 stones attacks 76 Molotov cocktails 11 explosive devices 4 car ramming attacks 4 stabbing 7 shooting 1 car bomb 5 Israelis were murdered 96 wounded,1,1,1,
1750,terrorist,@WAFANewsEnglish He was a terrorist committing a stabbing attack.,1,1,1,
1751,terrorist,"Palestinian terrorist (PT) stabbed Israeli soldier and then tried to steal his gun. In the ensuing struggle, the PT went straight to PT hell (all gone bye bye, defunct). The soldier is recovering. The PT is burning in hell.",1,1,1,
1752,terrorist,"@m7mdkurd The terrorist was trying to snatch gun from police and kill him, so police killed the terrorist in self defence. This is best the police can do..",1,1,1,
1753,terrorist,"United States on Friday added a key anti-Pakistani militant group and its Al-Qaeda branch to its list of “global terrorists,” triggering sanctions against the groups https://t.co/pHfJclJDTi",0,1,0,
1754,terrorist,Police Commissioner praises officer who neutralized terrorist near Huwara https://t.co/qgkTNsS2Ql via @ArutzSheva_En,1,1,1,
1755,terrorist,NATO IS A TERRORIST ALLIANCE. A TOOL FOR COLONIZATION AND IMPERIALISM,0,1,0,
1756,terrorist,@sardesairajdeep Have you ever visited the houses of families who burnt alive in Godhra train by Islamist terrorists ?,0,1,0,
1757,terrorist,"""The terrorists are storing weapons in the refugee camp"" says foreign power leading brutal bombing campaign. ""Seems legit"" - Western anti-war groups https://t.co/CpDbe8d1Hl",1,1,1,
1758,terrorist,Terrorism and Transnational Organized Crime are the most threats to Canada. Now; Iran’s Islamic Revolutionary Guard Corps (Irgc) - Dual Threat to Canada’s National Security. Don’t you want to designate them as a terrorist yet?!?,0,1,0,
1759,terrorist,"The Detroit News: Boehner says Jordan, Cruz among Congress' 'political terrorists'. https://t.co/SMco7ZAcZ9 via @GoogleNews",0,0,1,
1760,threat,"Just two weeks ago, millions of Iraqis defied the threats of terrorists and went to the polls to determine their own future. I congratulate the Iraqi people for the courage they've shown in making these elections so successful. BB16 TRP KING SHIV",0,1,0,
1761,threat,The threat of inflation has made many city institutions batten down hatches and not take risks in the stock https://t.co/6M8FIbkTVP,0,0,1,
1762,threat,"A ransomware attack on the Los Angeles Unified School District should serve as a wake-up call about the persistent threat to the nation’s critical sectors from cyberattacks and the need for more aggressive, concerted action to protect them. ... https://t.co/VUTXW4Bvik",1,1,1,
1763,threat,"Not sure but password security is a little passe to me. The new threat is insider vulnerability, including anything done by those who have legitimate access. From clicking on wrong stuff innocently to intentionally leaving loopholes for #cybercriminals to exploit. ",1,0,0,
1764,threat,"SWOT analysis is a compilation of your company's Strengths, Weaknesses, Opportunities, and Threats. https://t.co/Cu3d8mHZ9g",0,0,1,
1765,threat,"Saying you don’t like someone voice is an opinion, not a hate slander, girlie never said she hated her. Not a reason to get death threats. You guys told her you didn’t like what she said. She apologized but you guys ignore it and continue",0,0,1,
1766,threat,"The survival of the government of the Islamic Republic is considered a threat not only to Iran and Iranians, but to the whole world The world should support the revolution of the Iranian ppl in order to overthrow the government of the IR terrorist regime. #mahsaami?ni?",0,1,0,
1767,threat,"US hypes ""China threat"" to justify its nuclear expansion. https://t.co/6HYAEQ9JGO",1,1,1,
1768,threat,ALERT: Experts Warn Of MAJOR Threat To America's Power Grid- This Is NOT Good https://t.co/b23CzDc990 via @AFF_PATRIOTS Europe is experiencing this right before our eyes and our politicians are blind or just stupid.,1,1,1,
1769,threat,Volatile Geopolitics Shake the Trends of the 2022 Cybersecurity Threat Landscape – ENISA https://t.co/UqG7vheZ9y,1,0,0,
1770,thunder,"""When shall we three meet again? In thunder, lightning, or in rain?"" ""When the hurly-burly's done, When the battle's lost and won."" ""That will be ere the set of sun...""",0,0,1,
1771,thunder,"A storm is brewing as winds pummel the house. I open the guest room door. As lightning strikes, the bodies are revealed. Thunder claps its hands at a job well done. MEET ME IN MAINE @SusanneLeist https://t.co/0A1ituatDi #darkfantasy #bookstoread #darkfiction https://t.co/t6cqsS9cfQ",0,1,0,
1772,thunder,We have mostly light rain across Tucson right now and it will fall pretty consistently throughout the day. Rain total so far are under 1/3 of an inch for just about everyone. You may hear a few rumbles of thunder but severe weather or even organize thunderstorms aren't expected https://t.co/CfQZfvibNK,1,1,1,
1773,thunder,"The ache and thunder in the storms of your mind Soak it in, for the rain will pass in time Nothing wrong in sinking low You're the omen of paradise You're the ghost they put aside",0,0,1,
1774,thunder,@winenewsmaster @Roberta_Flack One of the most memorable concerts I ever attended. She did a concert in a large circus tent set up in the town square park in Norwich CT. 77? Thunder storm broke out which enhanced the whole experience. Hate to hear this for her.,0,0,1,
1775,thunder,@justanoilworker @dancemonkey73 @AlbertaLeonidas @LarryWe53486866 @NadineGNess Blasting for 4lane between thunder bay and manitoba border. We havent hit that cold yet but its coming. The wind off Lake Superior has been nasty though,0,1,0,
1776,thunder,"When I miss you, the oblique wind is you, the drizzle is you, the cold is you, and the rolling thunder is also you. Everything is you, everything is not you. #RedSeaIFF22  @milephakphum @Nnattawin1 #MilePhakphum #Nnattawin",0,0,1,
1777,thunder,"A vision I saw, people were in temples on their knees eyes closed bowing to Zeus on 25 Dec ?. Before they rose up a loud Thunder was heard a freighting sound stopping their actions abruptly, as they looked around many infants and children were not where they left them",0,0,1,
1778,thunder,"Multiple teams have shown interest in trading for Bennedict Mathurin. The teams include the Milwaukee Bucks, the Charlotte Hornets, the Oklahoma City Thunder, the Washington Wizards, and a mystery team.",0,0,1,
1779,thunder,the block the rain started. That got her moving a bit more quickly. She doesn't like getting wet. Saw a flash of lightning &amp; then thunder. It's been raining hard for about 15 minutes. We really need it. The temp was just neutral today....neither warm nor cold...neutral. Cool now,0,1,0,
1780,thunderstorm,The plane ran into a tropical thunderstorm.,1,1,1,
1781,thunderstorm,There's a thunderstorm rn and I have tutor class in an hour and I quite like that class but I don't want to get hit by a lightning,0,1,0,
1782,thunderstorm,"@PointsBetUSA When I was a kid I had to help my friend get the horses in because a thunderstorm was coming up, the lightning struck on the other side of the horse it did make a popping noise and the horse took off.",0,0,1,
1783,thunderstorm,That thunderstorm that was happening after 1am had me clutching in my pearls chiiiiile,1,1,1,
1784,thunderstorm,The weirdest thing happened when there was a thunderstorm an hour ago i kid you not lightning struck outside and a ball of sparks literally entered my room at exactly the same time that shit was scary and weird because how is that fucking possible?,0,1,0,
1785,thunderstorm,"So there’s just going to be a thunderstorm every single night for the rest of the year ?? Why did people decide to settle down here, I don’t get it https://t.co/xGm7tm3MKK 1598819320767074305 2022-12-02 23:20:05 +0000 <melssgrace> Que grandes jjajajajajajaa",1,1,1,
